product_id	name	old_categories	new_categories	reason
3560	Набір М'яких Нейлонових Щіток на Дриль (4 шт) для Делікатного Чищення Салону	445,477	466,495	набір + м'які щітки для салону = кисті для детейлінгу
3599	Щітка для Глибокого Миття Дисків з Гумовим Наконечником Червона 43 см	445,477	494	щітка для дисків = щітки для мийки
3658	Набір Детейлінг-Пензлів із Змішаним Ворсом (5 шт) CDL	445,466,477	466,495	набір + детейлінг-пензлі
3846	Посилені Нітрилові Рукавиці з Діамантовою Текстурою PROGRIP DIAMOND BLACK Розмір XL (50 шт)	445	454	нітрилові рукавиці = витратники
3963	Набір нейлонових щіток для дриля жовті medium	445,477	466,494	набір + medium щітки для дриля
3966	Набір Жорстких Нейлонових Щіток на Дриль (3 шт) для Чищення Ковроліну	445,477	466,495	набір + щітки для ковроліну (салон) = кисті
4325	Набір для Мийки: Відро 20 л, Сепаратор та Кришка Liquid Elements "Карбон"	445,448	466,448	набір + відро з сепаратором
4326	Набір для Мийки: Відро 20 л, Сепаратор та Кришка Liquid Elements "Вольт"	445,448	466,448	набір + відро з сепаратором
4334	Латунний Пінокомплект з Мірною Шкалою для Мінімийок АВТ 1 л	445,447	447	пінокомплект = розпилювачі
4337	Крупнопориста Губка для Миття Автомобіля Графіт 18x12x8 см	445,453	453	губка для миття
4339	Універсальний Мікрофібровий Аплікатор для Авто Голубий	445,453	453	мікрофібровий аплікатор = губки/варежки
4340	Універсальна Серветка з Мікрофібри 300GSM Жовта 40x40 см	445,446	446	серветка з мікрофібри
4341	Універсальна Серветка з Мікрофібри 300GSM Червона 40x40 см	445,446	446	серветка з мікрофібри
4342	Універсальна Серветка з Мікрофібри 300GSM Зелена 40x40 см	445,446	446	серветка з мікрофібри
4343	Універсальна Серветка з Мікрофібри 300GSM Голуба 40x40 см	445,446	446	серветка з мікрофібри
4346	Мікрофібри в коробках синьо-сірого кольору 38 x 38 см (50шт)	445,446	446	мікрофібра оптом
4347	Мікрофібри в коробках синьо-сірого кольору 30 x 30 см (50шт)	445,446	446	мікрофібра оптом
4349	Візок для відра з лотками на колесах для ручної мийки авто Palm	445,448	448	візок для відра
4350	Пляшка HDPE чорна 28/410 об'ємом 1л	445,447	447	пляшка = розпилювачі
4352	Універсальний Набір пензликів для детейлінгу Штучний ворс 5 шт	445,477	466,495	набір + пензлики для детейлінгу
